accountContextSearch,acctName,acctNumber,acctType,custrecord_cash360_exclude_account,custrecord_cps_bdc_lastupdatedbyimp_acc,custrecord_cps_bdc_updatedbyimp_acc,id,includeChildren,inventory,isInactive,isSummary,lastModifiedDate,localizations,subsidiary,unit,unitsType,cashFlowRate,currency,eliminate,generalRate,reconcileWithMatching,revalue,description,externalId,curDocNum,parent,sSpecAcct
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2772/accountContextSearch'}]}",Amortizable Loan Fees,13402,"{'id': 'FixedAsset', 'refName': 'Fixed Asset'}",False,False,False,2772,True,False,False,False,2025-01-23T21:12:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2772/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2772/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1995/accountContextSearch'}]}",Notes Receivable - Mark Self,13750,"{'id': 'OthCurrAsset', 'refName': 'Other Current Asset'}",False,False,False,1995,False,False,False,False,2023-05-03T19:52:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1995/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1995/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1996/accountContextSearch'}]}",Notes Receivable - Diane Self,13760,"{'id': 'OthCurrAsset', 'refName': 'Other Current Asset'}",False,False,False,1996,False,False,False,False,2023-05-03T19:53:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1996/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1996/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/266/accountContextSearch'}]}",Accounts Receivable - Medical Investments,14100,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,266,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/266/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/266/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14100,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/267/accountContextSearch'}]}",Investments in Medical Receivables,14101,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,267,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/267/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/267/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14101,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/266'}], 'id': '266', 'refName': '14100 Accounts Receivable - Medical Investments'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/268/accountContextSearch'}]}",Cost of Medical Receivable Investment,14102,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,268,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/268/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/268/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14102,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/267'}], 'id': '267', 'refName': '14101 Accounts Receivable - Medical Investments : Investments in Medical Receivables'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/269/accountContextSearch'}]}",Investments in Medical Receivables - Adjusted Allowance,14103,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,269,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/269/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/269/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14103,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/266'}], 'id': '266', 'refName': '14100 Accounts Receivable - Medical Investments'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/270/accountContextSearch'}]}",Accounts Receivable - Medical Investments (REECE),14104,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,270,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/270/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/270/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14104,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/271/accountContextSearch'}]}",Investments in Medical Receivables (REECE),14105,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,271,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/271/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/271/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14105,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/270'}], 'id': '270', 'refName': '14104 Accounts Receivable - Medical Investments (REECE)'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/529/accountContextSearch'}]}",Cost of AR (REECE),14106,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,529,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/529/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/529/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14106,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/271'}], 'id': '271', 'refName': '14105 Accounts Receivable - Medical Investments (REECE) : Investments in Medical Receivables (REECE)'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/272/accountContextSearch'}]}",Adjusted Allowance (REECE),14107,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,272,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/272/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/272/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14107,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/270'}], 'id': '270', 'refName': '14104 Accounts Receivable - Medical Investments (REECE)'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/273/accountContextSearch'}]}",Security Deposits,14109,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,273,True,False,False,False,2022-04-25T19:53:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/273/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/273/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14109,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/274/accountContextSearch'}]}",Deferred Income Taxes,14110,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,274,True,False,False,False,2022-04-25T19:52:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/274/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/274/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14110,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/276/accountContextSearch'}]}",Accounts Receivable - L/T Medical Receivables,14150,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,276,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/276/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/276/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14150,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/277/accountContextSearch'}]}",Provisional Adjustment,14151,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,277,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/277/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/277/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14151,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/276'}], 'id': '276', 'refName': '14150 Accounts Receivable - L/T Medical Receivables'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2771/accountContextSearch'}]}",Accrued Accounts Receivable - L/T Medical Receivables,14155,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2771,True,False,False,False,2025-01-09T21:47:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2771/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2771/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/276'}], 'id': '276', 'refName': '14150 Accounts Receivable - L/T Medical Receivables'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/278/accountContextSearch'}]}",Accounts Receivable - Surgery Center Billings,14200,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,278,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/278/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/278/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14200,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/279/accountContextSearch'}]}",Investments in Surgery Center Billings,14201,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,279,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/279/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/279/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14201,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/278'}], 'id': '278', 'refName': '14200 Accounts Receivable - Surgery Center Billings'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/280/accountContextSearch'}]}",Surgery Center Costs,14202,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,280,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/280/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/280/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14202,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/279'}], 'id': '279', 'refName': '14201 Accounts Receivable - Surgery Center Billings : Investments in Surgery Center Billings'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/281/accountContextSearch'}]}",Investments in Surgery Center Billings - Adjusted Allowance,14203,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,281,True,False,False,False,2022-04-25T19:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/281/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/281/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,14203,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/278'}], 'id': '278', 'refName': '14200 Accounts Receivable - Surgery Center Billings'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1952/accountContextSearch'}]}",Investments in Business Ventures: Mid-TX MRI,14300,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,1952,True,False,False,False,2023-05-04T19:45:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1952/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1952/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1982/accountContextSearch'}]}",Investments in Business Ventures: Uncle John Holdings,14301,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,1982,True,False,False,False,2023-04-27T20:48:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1982/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1982/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2260/accountContextSearch'}]}",Investments in Business Ventures: Field Ethos,14302,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2260,True,False,False,False,2023-09-22T14:58:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2260/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2260/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2720/accountContextSearch'}]}",Investments in Business Ventures: Overlay Capital,14303,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2720,True,False,False,False,2024-06-28T15:21:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2720/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2720/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2721/accountContextSearch'}]}",Investments in Business Ventures: MMC,14304,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2721,True,False,False,False,2024-07-15T13:34:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2721/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2721/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2722/accountContextSearch'}]}","SAJ Texas, LLC (MMC)",14305,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2722,True,False,False,False,2024-07-15T16:00:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2722/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2722/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2723/accountContextSearch'}]}","Metroplex Management Group, LLC",14306,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2723,True,False,False,False,2024-07-15T16:01:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2723/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2723/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2724/accountContextSearch'}]}","Ramila & Associates, LLC (MMC)",14307,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2724,True,False,False,False,2024-07-15T16:01:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2724/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2724/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2725/accountContextSearch'}]}",Investment in Omada RV LLC,14308,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2725,True,False,False,False,2024-07-24T16:12:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2725/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2725/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/currency/1'}], 'id': '1', 'refName': 'USD'}",False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2731/accountContextSearch'}]}","Investment in Omada Investments, LLC",14309,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2731,True,False,False,False,2024-07-24T21:02:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2731/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2731/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2737/accountContextSearch'}]}",Investments in Business Ventures: Jake's RV Camp,14310,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2737,True,False,False,False,2024-08-09T19:08:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2737/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2737/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2738/accountContextSearch'}]}",Investments in Business Ventures: Overlay PE Platform,14311,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2738,True,False,False,False,2024-08-09T19:37:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2738/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2738/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2773/accountContextSearch'}]}",Deferred Contributions - Dr. Reece,14312,"{'id': 'OthAsset', 'refName': 'Other Asset'}",False,False,False,2773,True,False,False,False,2025-01-23T21:36:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2773/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2773/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/282/accountContextSearch'}]}",Notes Receivable,15000,"{'id': 'OthCurrAsset', 'refName': 'Other Current Asset'}",False,False,False,282,True,False,False,False,2023-04-13T15:38:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/282/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/282/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,15000,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/283/accountContextSearch'}]}",Notes Receivable AAC,15001,"{'id': 'OthCurrAsset', 'refName': 'Other Current Asset'}",False,False,False,283,True,False,False,False,2023-04-13T15:38:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/283/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/283/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,15001,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/282'}], 'id': '282', 'refName': '15000 Notes Receivable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/284/accountContextSearch'}]}",Notes Receivable ADV,15002,"{'id': 'OthCurrAsset', 'refName': 'Other Current Asset'}",False,False,False,284,True,False,False,False,2023-04-13T15:38:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/284/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/284/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,15002,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/282'}], 'id': '282', 'refName': '15000 Notes Receivable'}",
